Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,23,355.60172337052967,"(375, 0, 200)","(125, 0, 100)"
1,1,27,362.77042720412135,"(625, 0, 200)","(125, 0, 100)"
2,2,15,341.2643157033463,"(375, 0, 150)","(125, 0, 200)"
3,3,15,341.2643157033463,"(625, 0, 150)","(625, 0, 200)"
4,4,31,369.939131037713,"(125, 0, 200)","(125, 0, 150)"
5,5,37,380.69218678810057,"(125, 0, 100)","(625, 0, 200)"
6,6,27,362.77042720412135,"(625, 0, 0)","(625, 0, 200)"
7,7,17,344.8486676201422,"(375, 0, 100)","(125, 0, 200)"
8,8,27,362.77042720412135,"(125, 0, 200)","(125, 0, 150)"
9,9,27,362.77042720412135,"(625, 0, 150)","(375, 0, 200)"
10,10,27,362.77042720412135,"(625, 0, 100)","(125, 0, 200)"
11,11,21,352.01737145373386,"(625, 0, 200)","(375, 0, 150)"
12,12,35,377.1078348713047,"(375, 0, 200)","(375, 0, 0)"
13,13,19,348.433019536938,"(375, 0, 50)","(125, 0, 200)"
14,14,19,348.433019536938,"(625, 0, 50)","(625, 0, 200)"
15,15,35,377.1078348713047,"(125, 0, 200)","(375, 0, 0)"
16,16,19,348.433019536938,"(625, 0, 50)","(625, 0, 200)"
17,17,31,369.939131037713,"(375, 0, 200)","(125, 0, 50)"
18,18,27,362.77042720412135,"(375, 0, 100)","(625, 0, 200)"
19,19,21,352.01737145373386,"(625, 0, 0)","(375, 0, 200)"
20,20,35,377.1078348713047,"(375, 0, 200)","(125, 0, 0)"
21,21,19,348.433019536938,"(375, 0, 50)","(375, 0, 200)"
22,22,19,348.433019536938,"(125, 0, 50)","(125, 0, 200)"
23,23,37,380.69218678810057,"(625, 0, 200)","(125, 0, 0)"
24,24,17,344.8486676201422,"(625, 0, 100)","(375, 0, 200)"
