Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 200)","(625, 0, 150)"
1,1,"(625, 0, 50)","(625, 0, 200)"
2,2,"(125, 0, 100)","(125, 0, 200)"
3,3,"(375, 0, 150)","(375, 0, 200)"
4,4,"(125, 0, 150)","(375, 0, 200)"
5,5,"(625, 0, 200)","(125, 0, 0)"
6,6,"(375, 0, 200)","(625, 0, 0)"
7,7,"(625, 0, 0)","(125, 0, 200)"
8,8,"(375, 0, 100)","(375, 0, 200)"
9,9,"(625, 0, 200)","(375, 0, 100)"
10,10,"(125, 0, 200)","(125, 0, 50)"
11,11,"(625, 0, 200)","(375, 0, 50)"
12,12,"(625, 0, 200)","(125, 0, 50)"
13,13,"(125, 0, 0)","(625, 0, 200)"
14,14,"(375, 0, 50)","(625, 0, 200)"
15,15,"(625, 0, 50)","(125, 0, 200)"
16,16,"(625, 0, 200)","(625, 0, 0)"
17,17,"(375, 0, 200)","(625, 0, 150)"
18,18,"(625, 0, 200)","(625, 0, 100)"
19,19,"(375, 0, 200)","(625, 0, 100)"
20,20,"(625, 0, 150)","(125, 0, 200)"
21,21,"(375, 0, 50)","(625, 0, 200)"
22,22,"(375, 0, 200)","(125, 0, 100)"
23,23,"(125, 0, 200)","(375, 0, 0)"
24,24,"(375, 0, 0)","(125, 0, 200)"
25,25,"(125, 0, 200)","(375, 0, 150)"
26,26,"(625, 0, 100)","(125, 0, 200)"
27,27,"(375, 0, 200)","(375, 0, 0)"
28,28,"(125, 0, 200)","(125, 0, 150)"
29,29,"(125, 0, 100)","(375, 0, 200)"
