Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 0)","(375, 0, 200)"
1,1,"(625, 0, 200)","(375, 0, 100)"
2,2,"(625, 0, 200)","(625, 0, 100)"
3,3,"(125, 0, 50)","(375, 0, 200)"
4,4,"(125, 0, 200)","(625, 0, 50)"
5,5,"(125, 0, 200)","(125, 0, 150)"
6,6,"(625, 0, 150)","(625, 0, 200)"
7,7,"(625, 0, 150)","(375, 0, 200)"
8,8,"(375, 0, 150)","(625, 0, 200)"
9,9,"(375, 0, 200)","(375, 0, 0)"
10,10,"(125, 0, 200)","(375, 0, 50)"
11,11,"(125, 0, 200)","(375, 0, 150)"
12,12,"(125, 0, 200)","(375, 0, 0)"
13,13,"(375, 0, 200)","(625, 0, 100)"
14,14,"(625, 0, 200)","(125, 0, 0)"
15,15,"(125, 0, 200)","(125, 0, 100)"
16,16,"(375, 0, 200)","(625, 0, 50)"
17,17,"(125, 0, 50)","(625, 0, 200)"
18,18,"(375, 0, 200)","(125, 0, 0)"
19,19,"(625, 0, 0)","(625, 0, 200)"
