Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,53,409.3670021224673,"(625, 0, 200)","(125, 0, 50)"
1,1,35,377.1078348713047,"(125, 0, 200)","(125, 0, 0)"
2,2,23,355.60172337052967,"(625, 0, 200)","(375, 0, 100)"
3,3,27,362.77042720412135,"(375, 0, 200)","(375, 0, 0)"
4,4,15,341.2643157033463,"(625, 0, 150)","(375, 0, 200)"
5,5,35,377.1078348713047,"(125, 0, 150)","(625, 0, 200)"
6,6,29,366.3547791209172,"(375, 0, 50)","(125, 0, 200)"
7,7,47,398.61394637207974,"(125, 0, 200)","(625, 0, 0)"
8,8,31,369.939131037713,"(375, 0, 200)","(125, 0, 100)"
9,9,47,398.61394637207974,"(625, 0, 100)","(125, 0, 200)"
