Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,57,416.53570595605896,"(625, 0, 100)","(125, 0, 200)"
1,1,45,395.0295944552839,"(125, 0, 200)","(625, 0, 0)"
2,2,35,377.1078348713047,"(625, 0, 200)","(125, 0, 50)"
3,3,23,355.60172337052967,"(375, 0, 200)","(125, 0, 100)"
4,4,15,341.2643157033463,"(625, 0, 150)","(375, 0, 200)"
5,5,35,377.1078348713047,"(125, 0, 150)","(625, 0, 200)"
6,6,33,373.5234829545089,"(625, 0, 200)","(375, 0, 100)"
7,7,37,380.69218678810057,"(125, 0, 200)","(125, 0, 0)"
8,8,35,377.1078348713047,"(375, 0, 200)","(375, 0, 0)"
9,9,27,362.77042720412135,"(375, 0, 50)","(125, 0, 200)"
