Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 100)","(125, 0, 200)"
1,1,"(125, 0, 200)","(125, 0, 100)"
2,2,"(625, 0, 50)","(125, 0, 200)"
3,3,"(625, 0, 200)","(625, 0, 150)"
4,4,"(125, 0, 200)","(375, 0, 150)"
5,5,"(375, 0, 150)","(125, 0, 200)"
6,6,"(625, 0, 200)","(625, 0, 150)"
7,7,"(125, 0, 0)","(125, 0, 200)"
8,8,"(375, 0, 200)","(625, 0, 50)"
9,9,"(375, 0, 50)","(125, 0, 200)"
10,10,"(375, 0, 200)","(125, 0, 0)"
11,11,"(375, 0, 50)","(125, 0, 200)"
12,12,"(375, 0, 200)","(375, 0, 0)"
13,13,"(125, 0, 150)","(625, 0, 200)"
14,14,"(125, 0, 100)","(375, 0, 200)"
15,15,"(625, 0, 200)","(625, 0, 100)"
16,16,"(625, 0, 100)","(625, 0, 200)"
17,17,"(625, 0, 0)","(625, 0, 200)"
18,18,"(375, 0, 200)","(375, 0, 0)"
19,19,"(375, 0, 200)","(125, 0, 0)"
20,20,"(375, 0, 200)","(375, 0, 0)"
21,21,"(125, 0, 200)","(375, 0, 0)"
22,22,"(125, 0, 200)","(375, 0, 100)"
23,23,"(375, 0, 50)","(125, 0, 200)"
24,24,"(625, 0, 50)","(125, 0, 200)"
25,25,"(375, 0, 150)","(125, 0, 200)"
26,26,"(375, 0, 200)","(625, 0, 150)"
27,27,"(625, 0, 200)","(625, 0, 0)"
28,28,"(125, 0, 150)","(625, 0, 200)"
29,29,"(125, 0, 200)","(125, 0, 50)"
30,30,"(375, 0, 50)","(625, 0, 200)"
31,31,"(625, 0, 150)","(375, 0, 200)"
32,32,"(375, 0, 200)","(375, 0, 100)"
33,33,"(125, 0, 200)","(625, 0, 100)"
34,34,"(375, 0, 200)","(625, 0, 150)"
35,35,"(375, 0, 200)","(125, 0, 0)"
36,36,"(625, 0, 200)","(625, 0, 0)"
37,37,"(625, 0, 200)","(125, 0, 150)"
38,38,"(125, 0, 200)","(125, 0, 50)"
39,39,"(625, 0, 50)","(375, 0, 200)"
40,40,"(625, 0, 0)","(625, 0, 200)"
41,41,"(625, 0, 200)","(625, 0, 100)"
42,42,"(375, 0, 100)","(375, 0, 200)"
43,43,"(125, 0, 200)","(375, 0, 0)"
44,44,"(125, 0, 50)","(625, 0, 200)"
45,45,"(625, 0, 100)","(625, 0, 200)"
46,46,"(625, 0, 200)","(125, 0, 50)"
47,47,"(125, 0, 200)","(125, 0, 100)"
48,48,"(125, 0, 0)","(625, 0, 200)"
49,49,"(375, 0, 200)","(375, 0, 150)"
50,50,"(125, 0, 150)","(625, 0, 200)"
51,51,"(625, 0, 50)","(625, 0, 200)"
52,52,"(375, 0, 200)","(125, 0, 50)"
53,53,"(375, 0, 50)","(375, 0, 200)"
54,54,"(125, 0, 100)","(375, 0, 200)"
