Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 150)","(625, 0, 200)"
1,1,"(375, 0, 200)","(625, 0, 0)"
2,2,"(625, 0, 100)","(375, 0, 200)"
3,3,"(625, 0, 0)","(375, 0, 200)"
4,4,"(125, 0, 150)","(125, 0, 200)"
5,5,"(625, 0, 200)","(375, 0, 100)"
6,6,"(375, 0, 100)","(125, 0, 200)"
7,7,"(375, 0, 200)","(625, 0, 50)"
8,8,"(375, 0, 50)","(125, 0, 200)"
9,9,"(375, 0, 200)","(125, 0, 150)"
10,10,"(625, 0, 200)","(125, 0, 50)"
11,11,"(625, 0, 200)","(125, 0, 0)"
12,12,"(125, 0, 100)","(125, 0, 200)"
13,13,"(625, 0, 200)","(625, 0, 100)"
14,14,"(125, 0, 200)","(375, 0, 50)"
15,15,"(125, 0, 200)","(375, 0, 0)"
16,16,"(375, 0, 200)","(375, 0, 150)"
17,17,"(375, 0, 200)","(625, 0, 50)"
18,18,"(375, 0, 0)","(125, 0, 200)"
19,19,"(625, 0, 200)","(125, 0, 100)"
20,20,"(125, 0, 200)","(125, 0, 0)"
21,21,"(625, 0, 200)","(375, 0, 150)"
22,22,"(625, 0, 150)","(375, 0, 200)"
23,23,"(625, 0, 200)","(125, 0, 50)"
24,24,"(375, 0, 200)","(125, 0, 150)"
