Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,27,362.77042720412135,"(625, 0, 100)","(125, 0, 200)"
1,1,39,384.2765387048964,"(125, 0, 200)","(625, 0, 50)"
2,2,15,341.2643157033463,"(625, 0, 200)","(625, 0, 150)"
3,3,21,352.01737145373386,"(625, 0, 0)","(375, 0, 200)"
4,4,29,366.3547791209172,"(375, 0, 200)","(375, 0, 100)"
5,5,29,366.3547791209172,"(375, 0, 50)","(375, 0, 200)"
6,6,27,362.77042720412135,"(375, 0, 0)","(625, 0, 200)"
7,7,15,341.2643157033463,"(125, 0, 150)","(125, 0, 200)"
8,8,37,380.69218678810057,"(625, 0, 200)","(125, 0, 0)"
9,9,29,366.3547791209172,"(375, 0, 200)","(375, 0, 150)"
