Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,,,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-2,Route-2,(675.0 0.0 205.5),(375.0 0.0 50.0),348.433,349.904,0.03037139,18.416,6.872,38.048,,,442.656,414.28,442.656,0.1059523,0.05950514,0.07941108
Truck-7,Route-7,(675.0 0.0 5.5),(375.0 0.0 200.0),352.0174,350.072,-0.03739854,16.6701,6.872,38.2
Truck-4,Route-4,(425.0 0.0 5.5),(625.0 0.0 200.0),352.0174,358.952,0.1333138,17.09295,6.872,47.04
Truck-1,Route-1,(425.0 0.0 205.5),(625.0 0.0 100.0),362.7704,365.8,0.04826432,13.54815,6.872,53.952
Truck-14,Route-14,(425.0 0.0 155.5),(125.0 0.0 0.0),373.5235,372.56,-0.01310426,11.2897,29.872,37.648
Truck-13,Route-13,(675.0 0.0 155.5),(375.0 0.0 50.0),369.9391,376.952,0.1002712,12.15974,29.872,42.024
Truck-6,Route-6,(175.0 0.0 205.5),(625.0 0.0 150.0),377.1078,378.288,0.01530513,10.80823,6.872,66.392
Truck-10,Route-10,(175.0 0.0 5.5),(625.0 0.0 200.0),369.9391,378.936,0.1286388,12.22374,6.872,67.032
Truck-9,Route-9,(675.0 0.0 105.5),(125.0 0.0 50.0),373.5235,379.456,0.08068887,11.49867,34.816,36.6
Truck-11,Route-11,(175.0 0.0 155.5),(625.0 0.0 200.0),377.1078,387.704,0.13742,11.07726,6.872,75.84
Truck-12,Route-12,(175.0 0.0 105.5),(625.0 0.0 200.0),380.6922,392.912,0.151437,10.61924,6.872,81.016
Truck-8,Route-8,(675.0 0.0 55.5),(375.0 0.0 100.0),373.5235,393.184,0.2674047,11.91467,40.056,42.024
Truck-0,Route-0,(175.0 0.0 55.5),(375.0 0.0 150.0),387.8609,403.384,0.1766782,9.838634,36.92,61.392
Truck-5,Route-5,(425.0 0.0 55.5),(625.0 0.0 50.0),420.1201,437.64,0.1458537,7.417627,40.056,92.504
Truck-3,Route-3,(425.0 0.0 105.5),(625.0 0.0 50.0),416.5357,442.656,0.2241399,7.765895,34.816,84.784
Truck-103,Route-103,(675.0 0.0 155.5),(375.0 0.0 200.0),341.2643,338.976,-0.05545469,22.5984,6.936,27
Truck-105,Route-105,(425.0 0.0 155.5),(375.0 0.0 200.0),341.2643,340.392,-0.02113968,22.6928,6.936,28.384
Truck-101,Route-101,(675.0 0.0 105.5),(375.0 0.0 200.0),344.8487,344.072,-0.01731762,20.23953,6.944,32.072
Truck-106,Route-106,(175.0 0.0 105.5),(125.0 0.0 200.0),344.8487,346.048,0.02674195,20.35576,6.936,34.064
Truck-114,Route-114,(675.0 0.0 55.5),(625.0 0.0 200.0),348.433,347.912,-0.01075767,18.31116,6.936,35.936
Truck-107,Route-107,(175.0 0.0 55.5),(125.0 0.0 200.0),348.433,348.952,0.01071546,18.36589,6.936,36.968
Truck-108,Route-108,(675.0 0.0 205.5),(625.0 0.0 50.0),348.433,352.616,0.08636636,18.55874,6.936,40.656
Truck-102,Route-102,(175.0 0.0 155.5),(375.0 0.0 200.0),359.1861,357.504,-0.02842,14.30016,6.936,45.528
Truck-111,Route-111,(425.0 0.0 5.5),(375.0 0.0 200.0),352.0174,357.88,0.1127054,17.0419,6.936,45.936
Truck-112,Route-112,(675.0 0.0 -5.5),(375.0 0.0 150.0),366.3548,367.352,0.01502865,12.66731,35.928,26.344
Truck-113,Route-113,(175.0 0.0 205.5),(625.0 0.0 0.0),369.9391,371.216,0.01825711,11.97471,6.936,59.256
Truck-115,Route-115,(675.0 0.0 205.5),(375.0 0.0 50.0),366.3548,375.784,0.1421033,12.95807,9.584,55.224
Truck-116,Route-116,(425.0 0.0 105.5),(625.0 0.0 200.0),362.7704,375.896,0.2091046,13.92207,9.424,61.416
Truck-117,Route-117,(175.0 0.0 155.5),(625.0 0.0 200.0),377.1078,380.944,0.04975046,10.88411,9.584,66.368
Truck-104,Route-104,(175.0 0.0 5.5),(125.0 0.0 100.0),377.1078,381.192,0.05296655,10.8912,44.976,31.136
Truck-100,Route-100,(425.0 0.0 105.5),(375.0 0.0 0.0),377.1078,385.72,0.1116897,11.02057,35.848,38.784
Truck-119,Route-119,(425.0 0.0 55.5),(375.0 0.0 50.0),377.1078,386.408,0.1206121,11.04023,44.744,36.696
Truck-109,Route-109,(425.0 0.0 194.5),(125.0 0.0 0.0),380.6922,388.92,0.1019654,10.51135,16.544,61.36
Truck-118,Route-118,(175.0 0.0 55.5),(375.0 0.0 100.0),391.4453,401.168,0.1063232,9.329489,42.824,47.288
Truck-110,Route-110,(425.0 0.0 55.5),(625.0 0.0 0.0),398.614,414.28,0.1588624,8.814468,40.736,56.464
